# name, ra, dec, mjd_ztf1, mjd_ztf2, mjd_hetdex, alerce_type, alerce_prob, spec_type, s/n, chi^2, redshift, classif
ZTF21aafkpnp 186.84877669285714 55.893971012499996 59227.5 59295.2 58960 bogus 0.45536587 -- 0.001 0.001 0 low
ZTF21aajfrsp 170.68523136666667 50.99360123333333 59225.4 59336.2 58130 AGN 0.42794588 A5III 18.546691 1.698481 0 star
ZTF21aalnjqx 176.01374113333335 51.23092546666667 59263.4 59523.5 58244 VS 0.47205028 G0V 17.842761 0.794184 0 star
ZTF21aamgsax 272.86586197142856 65.09492597857142 59262.5 59291.4 58640 bogus 0.70888186 pickles_uk_100 -0.007391 0.384191 0 low
ZTF21aamkdhp 197.793045 51.588325475 59249.4 59266.4 58549 VS 0.7960958 G0V 15.063240 0.878222 0 star
ZTF21aandbyi 237.06706159473686 53.32748582105263 59249.5 59401.3 59022 AGN 0.7402544 SB5 4.360157 2.066158 0.274000 agn
ZTF21aaoblpm 272.53451593333335 65.709606875 59268.5 59291.5 58971 SN 0.73381424 SB3 12.357057 13.011751 0.117000 gx
ZTF21aaplbom 240.97857667 53.83980713 59290.4 59307.4 58983 SN 0.44593266 SB3 11.247977 6.053052 0.121000 gx
ZTF21aaplbpm 235.99865698 53.984124439999995 59290.4 59453.2 58963 SN 0.4392283 SB5 5.022319 4.003277 0.288000 agn
ZTF21aapqvtm 217.38505766666665 52.04818003333333 59266.5 59370.2 58875 VS 0.38833028 G8V 10.528193 0.977575 0 star
ZTF21aasuffc 165.165488175 51.4418278 59280.4 59340.2 58601 bogus 0.5931603 -- 0.001 0.001 0 low
ZTF21aaswxbp 271.8962795666667 64.9761789 59308.5 59324.4 58641 bogus 0.45489457 pickles_uk_123 1.150689 1.299140 0 low
ZTF21aauumdp 191.86291976666666 55.97133656666667 59312.3 59316.3 58955 SN 0.50609183 pickles_uk_47 1.444495 2.040765 0 low
ZTF21aavdhbj 201.2218683875 51.3164800375 59338.4 59367.2 58256 SN 0.46667856 Sa 3.185907 1.834305 0.350000 agn
ZTF21aavdugs 225.8414935586957 53.75662206304347 59291.4 59373.3 58964 SN 0.30964112 SB3 10.412474 3.632108 0.069000 agn
ZTF21aaxbrmq 272.08926158571427 65.86310912857142 59339.4 59641.4 58971 bogus 0.68099517 K7V 7.086205 1.042300 0 star
ZTF21aayehok 170.74206253333332 50.67555218333334 59307.2 59336.3 58872 AGN 0.39221573 Sb 6.749580 3.835249 0.325000 agn
ZTF21aazcpmg 238.22192562499998 53.566370025000005 59309.4 59339.3 58994 AGN 0.6824377 Sa 3.772276 2.101433 0.041000 agn
ZTF21aazmkxq 268.7329883375 65.06088248750001 59341.4 59353.5 58663 bogus 0.44526866 pickles_uk_106 0.938209 0.861479 0 low
ZTF21aazmkxq 268.7329883375 65.06088248750001 59341.4 59353.5 58689 bogus 0.44526866 pickles_uk_106 0.938209 0.861479 0 low
ZTF21aazqtkh 229.1405940142857 53.425152357142856 59336.3 59345.3 58969 AGN 0.45703366 pickles_uk_71 1.579766 1.099053 0 low
ZTF21aazrcye 223.47940996666668 52.13491486666666 59334.3 59341.3 58605 AGN 0.51685727 Sa 5.937922 1.269736 0.105000 agn
ZTF21aazrcye 223.47940996666668 52.13491486666666 59334.3 59341.3 58880 AGN 0.51685727 Sa 5.937922 1.269736 0.105000 agn
ZTF21aazxsci 222.329964325 51.647987275 59343.3 59371.3 58610 AGN 0.66588336 Sa 8.802193 1.650952 0.017000 agn
ZTF21abatxlh 219.49443741052627 51.259695931578946 59321.4 59349.2 58549 AGN 0.6436124 Sb 7.272476 4.085271 0.084000 agn
ZTF21abcwrja 220.665917 50.70471832857144 59353.4 59370.2 58642 SN 0.6671768 -- 0.001 0.001 0 low
ZTF21abdktyv 161.37727483333333 51.25118053333333 59344.3 59367.2 58792 bogus 0.46922734 K7V 6.488763 7.166337 0 star
ZTF21abdmbqc 235.32052681666664 51.24074649999999 59339.4 59367.3 58254 VS 0.42030817 F8V 20.738150 1.010934 0 star
ZTF21abfjcap 181.83460068000002 51.03612355 59368.2 59379.2 58159 SN 0.7061684 SB6 12.769930 3.639495 0.151000 gx
ZTF21abiimfm 214.16505774 54.72885496 59400.2 59641.4 58965 SN 0.3035573 Sb 20.445072 4.456249 0.025000 agn
ZTF21abntphh 273.3562859933333 65.85776176666667 59391.2 59418.3 58966 bogus 0.61200845 F02IV 16.448414 1.557614 0 star
ZTF21abntphh 273.3562859933333 65.85776176666667 59391.2 59418.3 58972 bogus 0.61200845 F02IV 16.448414 1.557614 0 star
ZTF21abowvlg 209.6385756666667 51.55112166666667 59423.2 59427.3 58661 SN 0.75151 SB4 5.723061 3.644170 0.107000 gx
ZTF21abqwijs 22.758271833333335 0.8792504666666666 59429.4 59429.5 58784 asteroid 1.0 -- 0.001 0.001 0 low
ZTF21abwvten 228.80572824 51.0273632 59457.2 59464.2 58608 SN 0.8165047 SB1 8.785112 5.406134 0.160000 gx
ZTF21acabkky 272.08742761428573 65.86334475714285 59464.2 59540.1 58971 VS 0.7628371 K7V 7.202337 0.706014 0 star
ZTF21acasxxg 272.08782245714286 65.86324954285715 59464.2 59639.5 58971 VS 0.46677268 K7V 7.281038 0.709350 0 star
ZTF21acemfau 272.090730075 65.86305739999999 59464.2 59487.2 58971 bogus 0.5467506 -- 0.001 0.001 0 low
ZTF22aaaeddp 241.00091630000003 53.55456258571429 59600.4 59630.5 58962 SN 0.77964944 SB6 6.404722 4.698567 0.090000 gx
ZTF22aaaffwg 198.71460415833334 50.69990920000001 59622.5 59641.3 58605 SN 0.5532113 Sa 10.384358 2.999433 0.114000 gx
ZTF22aaayfve 198.71461075384616 50.699909346153845 59622.5 59641.3 58605 SN 0.5765131 Sa 10.377304 3.008584 0.114000 gx
ZTF22aabvrho 179.9300749 51.714071866666664 59636.4 59641.3 58934 SN 0.66083807 SB4 8.988844 5.450041 0.125000 gx
